,id,name,price,year,quality,type,volume_l,fuel_type,Kpp,text,date,city,link
463,124503441,ГАЗ ГАЗель NEXT,9000000,2018,Б/у,фургон,2.8, дизель, КПП механика,"2018 г., Б/у фургон, 2.8 л, дизель, КПП механика, с пробегом 48 000 км, белый, хрустальная оптика, дневные ходовые огн...",19 сентября,Алматы,https://kolesa.kz//a/show/124503441
464,125617621,Opel Antara,4000000,2010,Б/у,кроссовер,3.2, бензин, КПП автомат,"2010 г., Б/у кроссовер, 3.2 л, бензин, КПП автомат, черный, металлик, кожа, аудиосистема, встроенный телефон, bluetoot...",19 сентября,Жанаозен,https://kolesa.kz//a/show/125617621
465,124544061,BMW X1,5500000,2016,Б/у,кроссовер,2, дизель, КПП автомат,"2016 г., Б/у кроссовер, 2 л, дизель, КПП автомат, с пробегом 200 000 км, Рф учет. Все документы на руках. Адэкватный т...",19 сентября,Карабалык (Карабалыкский р-н),https://kolesa.kz//a/show/124544061
466,125542422,BMW 328,2900000,1995,Б/у,седан,2.8, бензин, КПП механика,"1995 г., Б/у седан, 2.8 л, бензин, КПП механика, с пробегом 200 000 км, литые диски, люк, обвес, велюр, комбинированны...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/125542422
467,124138496,Toyota Land Cruiser,60490000,2021,новый,внедорожник,3.5, бензин, КПП автомат,"2021 г., новый внедорожник, 3.5 л, бензин, КПП автомат, 192 км, черный, металлик, свежедоставлен, Audi Centre Almaty р...",19 сентября,Алматы,https://kolesa.kz//a/show/124138496
468,121808833,Audi S6,47990000,2021,новый,седан,2.9, бензин, КПП автомат,"2021 г., новый седан, 2.9 л, бензин, КПП автомат, 2 340 км, белый, металлик, свежепригнан, вложений не требует, Audi C...",19 сентября,Алматы,https://kolesa.kz//a/show/121808833
469,122985287,Audi Q7,25990000,2017,Б/у,кроссовер,3, бензин, КПП автомат,"2017 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 88 375 км, серый, металлик, налог уплачен, техосмотр прой...",19 сентября,Алматы,https://kolesa.kz//a/show/122985287
470,125442989,Peugeot 508,4400000,2014,Б/у,седан,1.6, бензин, КПП автомат,"2014 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 94 000 км, серебристый, металлик, литые диски, тонировка, б...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/125442989
471,125516026,Toyota Auris,4000000,2008,Б/у,хэтчбек,1.6, бензин, КПП робот,"2008 г., Б/у хэтчбек, 1.6 л, бензин, КПП робот, серый, металлик, литые диски, ксенон, линзованная оптика, корректор фа...",19 сентября,Алматы,https://kolesa.kz//a/show/125516026
472,125525879,Hyundai Sonata,8700000,2019,Б/у,седан,2, газ, КПП автомат,"2019 г., Б/у седан, 2 л, газ, КПП автомат, с пробегом 38 000 км, черный, тонировка, ветровики, кожа, сигнализация, пол...",19 сентября,Алматы,https://kolesa.kz//a/show/125525879
473,125382928,Toyota Land Cruiser,37500000,2021,новый,внедорожник,4, бензин, КПП автомат,"2021 г., новый внедорожник, 4 л, бензин, КПП автомат",19 сентября,Актау,https://kolesa.kz//a/show/125382928
474,117292222,Mercedes-Benz S 280,5950000,1996,Б/у,седан,2.8, бензин, КПП автомат,"1996 г., Б/у седан, 2.8 л, бензин, КПП автомат, с пробегом 82 000 км, синий, литые диски, тонировка, люк, спойлер, хру...",19 сентября,Алматы,https://kolesa.kz//a/show/117292222
475,125525915,Mercedes-Benz E 320,6000000,2002,Б/у,седан,3.2, бензин, КПП автомат,"2002 г., Б/у седан, 3.2 л, бензин, КПП автомат, с пробегом 147 000 км, серый, металлик",19 сентября,Алматы,https://kolesa.kz//a/show/125525915
476,125478475,Mercedes-Benz S 320,2500000,1997,Б/у,седан,3.2, бензин, КПП автомат,"1997 г., Б/у седан, 3.2 л, бензин, КПП автомат, белый, литые диски, тонировка, люк, ксенон, хрустальная оптика, против...",19 сентября,Абай (Келесский р-н),https://kolesa.kz//a/show/125478475
477,125477926,Toyota Camry,12500000,2017,Б/у,седан,2.5, бензин, КПП автомат,"2017 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 85 000 км, черный, тонировка, линзованная оптика, противоту...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/125477926
478,125472138,Mitsubishi Outlander,6500000,2007,Б/у,кроссовер,3, газ-бензин, КПП автомат,"2007 г., Б/у кроссовер, 3 л, газ-бензин, КПП автомат, черный, металлик, литые диски, тонировка, люк, панорамная крыша,...",19 сентября,Алматы,https://kolesa.kz//a/show/125472138
479,125478131,Skoda Yeti,5700000,2013,Б/у,кроссовер,1.8, бензин, КПП робот,"2013 г., Б/у кроссовер, 1.8 л, бензин, КПП робот, с пробегом 178 000 км, серебристый, литые диски, тонировка, ветровик...",19 сентября,Алматы,https://kolesa.kz//a/show/125478131
480,125400870,Mercedes-Benz S 500,12000000,2005,Б/у,седан,5, бензин, КПП автомат,"2005 г., Б/у седан, 5 л, бензин, КПП автомат, с пробегом 3 000 км, Бронь, бронированный, броня b7, б7, Texas armoring,...",19 сентября,Алматы,https://kolesa.kz//a/show/125400870
481,125358408,Ford Transit,5200000,2010,Б/у,фургон,3.2, дизель, КПП механика,"2010 г., Б/у фургон, 3.2 л, дизель, КПП механика, металлик",19 сентября,Шымкент,https://kolesa.kz//a/show/125358408
482,125268052,Lexus RX 330,7400000,2004,Б/у,кроссовер,3.3, бензин, КПП автомат,"2004 г., Б/у кроссовер, 3.3 л, бензин, КПП автомат, с пробегом 228 478 км, белый, люк, ксенон, кожа, bluetooth, CD, MP...",19 сентября,Алматы,https://kolesa.kz//a/show/125268052
483,125268424,Toyota Camry,4500000,2003,Б/у,седан,2.4, бензин, КПП автомат,"2003 г., Б/у седан, 2.4 л, бензин, КПП автомат, с пробегом 249 000 км, серебристый, металлик, тонировка, ГУР, ABS, SRS...",19 сентября,Атырау,https://kolesa.kz//a/show/125268424
484,125218258,Hyundai Solaris,5790000,2014,Б/у,седан,1.6, бензин, КПП автомат,"2014 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 54 700 км, серый, металлик, литые диски, тонировка, дневные...",19 сентября,Алматы,https://kolesa.kz//a/show/125218258
485,125222527,Toyota Alphard,4650000,2004,Б/у,минивэн,2.4, бензин, КПП автомат,"2004 г., Б/у минивэн, 2.4 л, бензин, КПП автомат, с пробегом 118 000 км, белый, велюр, аудиосистема, встроенный телефо...",19 сентября,Алматы,https://kolesa.kz//a/show/125222527
486,125222927,Suzuki Grand Vitara,3500000,2002,Б/у,внедорожник,2.5, бензин, КПП автомат,"2002 г., Б/у внедорожник, 2.5 л, бензин, КПП автомат, с пробегом 108 827 км, синий, велюр, аудиосистема, сигнализация,...",19 сентября,Алматы,https://kolesa.kz//a/show/125222927
487,125280407,Lexus LX 570,20000000,2010,Б/у,внедорожник,5.7, бензин, КПП автомат,"2010 г., Б/у внедорожник, 5.7 л, бензин, КПП автомат, с пробегом 197 000 км, белый, металлик, литые диски, тонировка,...",19 сентября,Алматы,https://kolesa.kz//a/show/125280407
488,125685354,Volkswagen Passat,1400000,1993,Б/у,седан,1.8, бензин, КПП механика,"1993 г., Б/у седан, 1.8 л, бензин, КПП механика, с пробегом 480 000 км, металлик, тонировка, спойлер, ксенон, биксенон...",19 сентября,Атырау,https://kolesa.kz//a/show/125685354
489,125776698,Toyota Estima,4300000,2006,Б/у,минивэн,2.4, бензин, правый руль,"2006 г., Б/у минивэн, 2.4 л, бензин, правый руль, КПП вариатор, с пробегом 130 000 км, серый, металлик, литые диски, т...",19 сентября,Талдыкорган,https://kolesa.kz//a/show/125776698
490,125782165,ВАЗ (Lada) 2114 (хэтчбек),880000,2008,Б/у,хэтчбек,1.6, бензин, КПП механика,"2008 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, с пробегом 200 000 км, черный, bluetooth, автозапуск, полный электр...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/125782165
491,125782168,ВАЗ (Lada) 2114 (хэтчбек),760000,2006,Б/у,хэтчбек,1.6, бензин, КПП механика,"2006 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, Машина в хорошем состоянии работает ровно коробка работает хорошо н...",19 сентября,Костанай,https://kolesa.kz//a/show/125782168
492,125782116,Honda CR-V,3100000,1996,Б/у,кроссовер,2, бензин, правый руль,"1996 г., Б/у кроссовер, 2 л, бензин, правый руль, КПП автомат, серебристый, металлик, литые диски, тонировка, велюр, Н...",19 сентября,Алматы,https://kolesa.kz//a/show/125782116
493,125782163,ВАЗ (Lada) 2114 (хэтчбек),2650000,2013,Б/у,хэтчбек,1.6, бензин, КПП механика,"2013 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, с пробегом 109 010 км, белый, MP3, сигнализация, полный электропаке...",19 сентября,Шымкент,https://kolesa.kz//a/show/125782163
494,125748894,Nissan Murano,3600000,2003,Б/у,кроссовер,3.5, бензин, КПП вариатор,"2003 г., Б/у кроссовер, 3.5 л, бензин, КПП вариатор, с пробегом 187 000 км, черный, металлик, Машина в отличном состоя...",19 сентября,Алматы,https://kolesa.kz//a/show/125748894
495,125236889,Lexus LX 570,24000000,2012,Б/у,внедорожник,5.7, бензин, КПП автомат,"2012 г., Б/у внедорожник, 5.7 л, бензин, КПП автомат, с пробегом 130 000 км, Kompressor (magnuson TRD), тормоза brembo...",19 сентября,Алматы,https://kolesa.kz//a/show/125236889
496,125781137,ВАЗ (Lada) Priora 2172 (хэтчбек),1100000,2011,Б/у,хэтчбек,1.6, бензин, КПП механика,"2011 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, Приора 2011года, учёт РФ, газ-бензин",19 сентября,Актобе,https://kolesa.kz//a/show/125781137
497,125737284,Mercedes-Benz E 230,1800000,1991,Б/у,седан,2.3, бензин, КПП автомат,"1991 г., Б/у седан, 2.3 л, бензин, КПП автомат, серебристый, тонировка, люк, хрустальная оптика, дневные ходовые огни,...",19 сентября,Алматы,https://kolesa.kz//a/show/125737284
498,125746196,Audi A8,13500000,2011,Б/у,седан,4.2, бензин, КПП автомат,"2011 г., Б/у седан, 4.2 л, бензин, КПП автомат, с пробегом 153 000 км, черный, Машина в идеальном состоянии! Мотор кор...",19 сентября,Алматы,https://kolesa.kz//a/show/125746196
499,116780725,Hyundai Santa Fe,9200000,2013,Б/у,кроссовер,2.4, бензин, КПП автомат,"2013 г., Б/у кроссовер, 2.4 л, бензин, КПП автомат, с пробегом 100 800 км, коричневый, металлик, литые диски, тонировк...",19 сентября,Тараз,https://kolesa.kz//a/show/116780725
500,125624734,Daewoo Nexia,3000000,2010,Б/у,седан,1.5, бензин, КПП механика,"2010 г., Б/у седан, 1.5 л, бензин, КПП механика, с пробегом 21 500 км, серебристый, металлик, литые диски, линзованная...",19 сентября,Туркестан,https://kolesa.kz//a/show/125624734
501,125782131,Subaru Outback,6300000,2012,Б/у,универсал,2.5, бензин, КПП вариатор,"2012 г., Б/у универсал, 2.5 л, бензин, КПП вариатор, с пробегом 234 768 км, серый, металлик, литые диски, тонировка, в...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/125782131
502,124807514,Toyota Highlander,11500000,2011,Б/у,кроссовер,2.7, бензин, КПП автомат,"2011 г., Б/у кроссовер, 2.7 л, бензин, КПП автомат, с пробегом 170 000 км, серебристый, металлик, литые диски, тониров...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/124807514
503,125741416,ВАЗ (Lada) Granta 2190 (седан),3800000,2019,Б/у,седан,1.6, бензин, КПП механика,"2019 г., Б/у седан, 1.6 л, бензин, КПП механика, с пробегом 39 000 км, серебристый, металлик, литые диски, тонировка,...",19 сентября,Алматы,https://kolesa.kz//a/show/125741416
504,125537599,ВАЗ (Lada) 2110 (седан),830000,2002,Б/у,седан,1.5, бензин, КПП механика,"2002 г., Б/у седан, 1.5 л, бензин, КПП механика, с пробегом 168 878 км, серый, литые диски, тонировка, спойлер, blueto...",19 сентября,Атырау,https://kolesa.kz//a/show/125537599
505,125741965,Mazda MPV,2000000,1996,Б/у,минивэн,2.5, дизель, правый руль,"1996 г., Б/у минивэн, 2.5 л, дизель, правый руль, КПП автомат, с пробегом 3 333 км, зеленый, металлик, литые диски, то...",19 сентября,Тараз,https://kolesa.kz//a/show/125741965
506,125705492,Hyundai Grandeur,16500000,2020,Б/у,седан,2.5, бензин, КПП автомат,"2020 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 7 000 км, черный, металлик, Новый автомобиль Варианты обмен...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/125705492
507,125741876,Land Rover Range Rover Evoque,18300000,2018,Б/у,кроссовер,2, бензин, КПП автомат,"2018 г., Б/у кроссовер, 2 л, бензин, КПП автомат, с пробегом 30 500 км, белый, литые диски, тонировка, спойлер, ксенон...",19 сентября,Алматы,https://kolesa.kz//a/show/125741876
508,125741790,Toyota RAV 4,12000000,2017,Б/у,кроссовер,2, бензин, КПП вариатор,"2017 г., Б/у кроссовер, 2 л, бензин, КПП вариатор, с пробегом 139 000 км, белый, металлик, литые диски, спойлер, рейли...",19 сентября,Алматы,https://kolesa.kz//a/show/125741790
509,125741888,Toyota Camry,4850000,2007,Б/у,седан,2.4, бензин, КПП автомат,"2007 г., Б/у седан, 2.4 л, бензин, КПП автомат, с пробегом 250 000 км, белый, металлик, литые диски, тонировка, против...",19 сентября,Алматы,https://kolesa.kz//a/show/125741888
510,125740605,Toyota Land Cruiser Prado,4700000,2004,Б/у,внедорожник,2.7, бензин, КПП автомат,"2004 г., Б/у внедорожник, 2.7 л, бензин, КПП автомат, серебристый, металлик, литые диски, тонировка, багажник, хрустал...",19 сентября,Актау,https://kolesa.kz//a/show/125740605
511,125742121,Audi 100,3000000,1993,Б/у,седан,2.6, бензин, КПП автомат,"1993 г., Б/у седан, 2.6 л, бензин, КПП автомат, с пробегом 360 000 км",19 сентября,Алматы,https://kolesa.kz//a/show/125742121
512,125694648,Toyota Camry,20300000,2021,новый,седан,2.5, бензин, КПП автомат,"2021 г., новый седан, 2.5 л, бензин, КПП автомат, 3 км, черный, металлик, Комплектация полная — ЛЮКС! Чёрный металлик!...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/125694648
513,125704115,Lexus RX 270,12200000,2011,Б/у,кроссовер,2.7, бензин, КПП автомат,"2011 г., Б/у кроссовер, 2.7 л, бензин, КПП автомат, белый, обвес, ГУР, ABS, спортивный режим, сигнализация, автозапуск...",19 сентября,Алматы,https://kolesa.kz//a/show/125704115
514,125704446,Toyota Alphard,5000000,2007,Б/у,внедорожник,2.4, бензин, КПП автомат,"2007 г., Б/у внедорожник, 2.4 л, бензин, КПП автомат, с пробегом 128 000 км, белый, металлик, литые диски, тонировка,...",19 сентября,Шымкент,https://kolesa.kz//a/show/125704446
515,125703836,Audi 100,750000,1989,Б/у,седан,2.3, бензин, КПП механика,"1989 г., Б/у седан, 2.3 л, бензин, КПП механика, серый, металлик, литые диски, тонировка, люк, дневные ходовые огни, в...",19 сентября,Абай (Келесский р-н),https://kolesa.kz//a/show/125703836
516,123252261,Lexus IS 350,27000000,2021,новый,седан,3, бензин, КПП автомат,"2021 г., новый седан, 3 л, бензин, КПП автомат, белый, Обновленный Lexus Is300 F-SPORT RWD (задний привод) 2L с турбок...",19 сентября,Актау,https://kolesa.kz//a/show/123252261
517,125495478,Toyota Land Cruiser,16500000,2010,Б/у,внедорожник,4, газ-бензин, КПП автомат,"2010 г., Б/у внедорожник, 4 л, газ-бензин, КПП автомат, с пробегом 160 000 км, белый, металлик, литые диски, тонировка...",19 сентября,Алматы,https://kolesa.kz//a/show/125495478
518,124254144,Toyota Land Cruiser,57900000,2021,новый,внедорожник,3.5, бензин, КПП автомат,"2021 г., новый внедорожник, 3.5 л, бензин, КПП автомат, 10 км, серебристый, металлик, Полная комплектация Premium. Куп...",19 сентября,Алматы,https://kolesa.kz//a/show/124254144
519,125662545,Lexus RX 350,7500000,2007,Б/у,кроссовер,3.5, бензин, КПП автомат,"2007 г., Б/у кроссовер, 3.5 л, бензин, КПП автомат, с пробегом 238 000 км, золотистый, металлик, кожа, дерево, аудиоси...",19 сентября,Павлодар,https://kolesa.kz//a/show/125662545
520,125633842,Audi Q7,18490000,2015,Б/у,кроссовер,3, бензин, КПП автомат,"2015 г., Б/у кроссовер, 3 л, бензин, КПП автомат, коричневый, металлик, налог уплачен, техосмотр пройден, вложений не...",19 сентября,Алматы,https://kolesa.kz//a/show/125633842
521,125633891,Toyota Camry,9400000,2012,Б/у,седан,3.5, бензин, КПП автомат,"2012 г., Б/у седан, 3.5 л, бензин, КПП автомат, с пробегом 220 000 км, черный, литые диски, тонировка, ветровики, бага...",19 сентября,Алматы,https://kolesa.kz//a/show/125633891
522,125616437,Toyota Land Cruiser Prado,6000000,1998,Б/у,внедорожник,2.7, бензин, правый руль,"1998 г., Б/у внедорожник, 2.7 л, бензин, правый руль, КПП автомат, с пробегом 2 990 км, белый, тонировка, багажник, дн...",19 сентября,Атырау,https://kolesa.kz//a/show/125616437
523,125616630,ВАЗ (Lada) 2114 (хэтчбек),650000,2005,Б/у,хэтчбек,1.5, бензин, КПП механика,"2005 г., Б/у хэтчбек, 1.5 л, бензин, КПП механика, металлик, тонировка, обвес, комбинированный, MP3, USB, ГУР, сигнали...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/125616630
524,125616665,Kia Cee’d,4200000,2016,Б/у,хэтчбек,1.6, бензин, КПП автомат,"2016 г., Б/у хэтчбек, 1.6 л, бензин, КПП автомат, с пробегом 98 500 км, черный, металлик, литые диски, тонировка, бага...",19 сентября,Актау,https://kolesa.kz//a/show/125616665
525,120976562,Skoda Superb,4500000,2012,Б/у,лифтбек,1.8, бензин, КПП автомат,"2012 г., Б/у лифтбек, 1.8 л, бензин, КПП автомат, с пробегом 2 584 км, серый, металлик, тонировка, ксенон, дневные ход...",19 сентября,Тараз,https://kolesa.kz//a/show/120976562
526,125574575,FAW Oley,2500000,2014,Б/у,седан,1.5, бензин, КПП автомат,"2014 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 171 760 км, белый, литые диски, багажник, ксенон, велюр, ау...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/125574575
527,125516116,Mitsubishi Space Wagon,2300000,1999,Б/у,минивэн,2.4, бензин, КПП механика,"1999 г., Б/у минивэн, 2.4 л, бензин, КПП механика, серебристый, литые диски, тонировка, спойлер, противотуманки, велюр...",19 сентября,Жезказган,https://kolesa.kz//a/show/125516116
528,45355048,Mercedes-Benz S 63 AMG,25000000,2007,Б/у,седан,6.3, бензин, КПП автомат,"2007 г., Б/у седан, 6.3 л, бензин, КПП автомат, с пробегом 29 000 км, черный, налог уплачен, техосмотр пройден, вложен...",19 сентября,Алматы,https://kolesa.kz//a/show/45355048
529,125236863,Kia Sportage,1100000,2000,Б/у,внедорожник,2, бензин, КПП автомат,"2000 г., Б/у внедорожник, 2 л, бензин, КПП автомат, золотистый, литые диски, тонировка, хрустальная оптика, корректор...",19 сентября,Кульсары,https://kolesa.kz//a/show/125236863
530,120548473,Subaru Outback,2400000,1997,Б/у,универсал,2.5, газ-бензин, КПП автомат,"1997 г., Б/у универсал, 2.5 л, газ-бензин, КПП автомат, с пробегом 345 000 км, зеленый, металлик, тонировка, люк, пано...",19 сентября,Шымкент,https://kolesa.kz//a/show/120548473
531,125166714,BMW 745,2950000,2002,Б/у,седан,4.4, бензин, КПП автомат,"2002 г., Б/у седан, 4.4 л, бензин, КПП автомат, с пробегом 321 000 км, зеленый, металлик, литые диски, тонировка, люк,...",19 сентября,Алматы,https://kolesa.kz//a/show/125166714
532,125570240,Toyota Alphard,5750000,2005,Б/у,минивэн,3, бензин, КПП автомат,"2005 г., Б/у минивэн, 3 л, бензин, КПП автомат, с пробегом 139 000 км",19 сентября,Шымкент,https://kolesa.kz//a/show/125570240
533,125542634,Daewoo Damas,1600000,2013,Б/у,микроавтобус,1.3, бензин, КПП механика,"2013 г., Б/у микроавтобус, 1.3 л, бензин, КПП механика, с пробегом 146 000 км, серый, противотуманки, линзованная опти...",19 сентября,Шымкент,https://kolesa.kz//a/show/125542634
534,125470630,BMW X6,10777777,2008,Б/у,кроссовер,3, бензин, КПП автомат,"2008 г., Б/у кроссовер, 3 л, бензин, КПП автомат, черный, металлик, ксенон, биксенон, дневные ходовые огни, противотум...",19 сентября,Костанай,https://kolesa.kz//a/show/125470630
535,125310249,Toyota Land Cruiser,38000000,2019,Б/у,внедорожник,4.6, бензин, КПП автомат,"2019 г., Б/у внедорожник, 4.6 л, бензин, КПП автомат, с пробегом 38 000 км, черный, металлик, Автомобиль в идеальном с...",19 сентября,Кызылорда,https://kolesa.kz//a/show/125310249
536,125525838,Toyota Hilux,18350000,2021,новый,пикап,2.7, бензин, КПП механика,"2021 г., новый пикап, 2.7 л, бензин, КПП механика, белый, металлик",19 сентября,Актау,https://kolesa.kz//a/show/125525838
537,124828941,Toyota Land Cruiser,36150000,2018,Б/у,внедорожник,4.6, бензин, КПП автомат,"2018 г., Б/у внедорожник, 4.6 л, бензин, КПП автомат, с пробегом 29 000 км, белый, металлик, литые диски, тонировка, л...",19 сентября,Актау,https://kolesa.kz//a/show/124828941
538,125525580,ВАЗ (Lada) Granta 2190 (седан),3000000,2018,Б/у,седан,1.6, бензин, КПП механика,"2018 г., Б/у седан, 1.6 л, бензин, КПП механика, с пробегом 81 867 км, серебристый, металлик, тонировка, багажник, обо...",19 сентября,Актау,https://kolesa.kz//a/show/125525580
539,125525409,Hyundai Elantra,1950000,2002,Б/у,седан,1.6, бензин, КПП механика,"2002 г., Б/у седан, 1.6 л, бензин, КПП механика, с пробегом 300 000 км, серебристый, металлик, Машина в состояни! Всё...",19 сентября,Шымкент,https://kolesa.kz//a/show/125525409
540,125525698,Toyota Estima Emina,2800000,1997,Б/у,минивэн,2.4, бензин, правый руль,"1997 г., Б/у минивэн, 2.4 л, бензин, правый руль, КПП автомат, белый, металлик",19 сентября,Алматы,https://kolesa.kz//a/show/125525698
541,125525152,Toyota Starlet,3200000,1997,Б/у,хэтчбек,1.3, бензин, КПП автомат,"1997 г., Б/у хэтчбек, 1.3 л, бензин, КПП автомат, сиреневый, металлик, литые диски, тонировка, велюр, аудиосистема, CD...",19 сентября,Алматы,https://kolesa.kz//a/show/125525152
542,125475809,Hyundai Solaris,8000000,2021,Б/у,седан,1.6, бензин, КПП автомат,"2021 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 9 000 км, белый, Hyundai Accent (Solaris) сборка Россия 202...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/125475809
543,125438624,Infiniti QX70,12000000,2013,Б/у,кроссовер,3.7, бензин, КПП автомат,"2013 г., Б/у кроссовер, 3.7 л, бензин, КПП автомат, с пробегом 110 800 км, коричневый, металлик, литые диски, тонировк...",19 сентября,Алматы,https://kolesa.kz//a/show/125438624
544,123249105,Lexus ES 250,15900000,2016,Б/у,седан,2.5, бензин, КПП автомат,"2016 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 31 200 км, белый, металлик, литые диски, люк, ксенон, проти...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/123249105
545,123467175,ВАЗ (Lada) Priora 2171 (универсал),2400000,2014,Б/у,универсал,1.6, бензин, КПП механика,"2014 г., Б/у универсал, 1.6 л, бензин, КПП механика, с пробегом 200 000 км, серебристый, металлик, Состояние хорошее б...",19 сентября,Семей,https://kolesa.kz//a/show/123467175
546,124360691,Lexus LX 570,59900000,2021,новый,внедорожник,5.7, бензин, КПП автомат,"2021 г., новый внедорожник, 5.7 л, бензин, КПП автомат, белый, металлик, литые диски, тонировка, люк, ветровики, биксе...",19 сентября,Костанай,https://kolesa.kz//a/show/124360691
547,124557014,Toyota Camry,9920000,2016,Б/у,седан,2.5, бензин, КПП автомат,"2016 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 96 000 км, черный, литые диски, тонировка, велюр, аудиосист...",19 сентября,Алматы,https://kolesa.kz//a/show/124557014
548,125223234,ВАЗ (Lada) 2111 (универсал),580000,2001,Б/у,универсал,1.5, бензин, КПП механика,"2001 г., Б/у универсал, 1.5 л, бензин, КПП механика, с пробегом 170 000 км, серый, велюр, аудиосистема",19 сентября,Атырау,https://kolesa.kz//a/show/125223234
549,125693467,Lexus LX 570,22500000,2012,Б/у,внедорожник,5.7, бензин, КПП автомат,"2012 г., Б/у внедорожник, 5.7 л, бензин, КПП автомат, с пробегом 134 000 км, белый, металлик, Автомобиль в идеальном с...",19 сентября,Кызылорда,https://kolesa.kz//a/show/125693467
550,124263831,BMW 525,5600000,2008,Б/у,седан,3, бензин, КПП автомат,"2008 г., Б/у седан, 3 л, бензин, КПП автомат, черный, металлик, литые диски, тонировка, люк, ксенон, биксенон, хрустал...",19 сентября,Жезказган,https://kolesa.kz//a/show/124263831
551,124501335,Porsche Panamera,16900000,2011,Б/у,лифтбек,4.8, бензин, КПП робот,"2011 г., Б/у лифтбек, 4.8 л, бензин, КПП робот, с пробегом 50 км, черный, металлик, 4.8 Turbo 500л. С Полный фарш! Вар...",19 сентября,Алматы,https://kolesa.kz//a/show/124501335
552,125781944,Lexus RX 330,7400000,2004,Б/у,кроссовер,3.3, бензин, КПП автомат,"2004 г., Б/у кроссовер, 3.3 л, бензин, КПП автомат, с пробегом 202 000 км, серебристый, металлик, литые диски, тониров...",19 сентября,Шымкент,https://kolesa.kz//a/show/125781944
553,125695250,Toyota Camry,6300000,2007,Б/у,седан,2.4, бензин, КПП автомат,"2007 г., Б/у седан, 2.4 л, бензин, КПП автомат, серый, металлик, литые диски, тонировка, люк, обвес, ксенон, дневные х...",19 сентября,Нур-Султан (Астана),https://kolesa.kz//a/show/125695250
554,125671470,Toyota Alphard,4700000,2007,Б/у,минивэн,3, бензин, правый руль,"2007 г., Б/у минивэн, 3 л, бензин, правый руль, КПП автомат, с пробегом 161 000 км, белый, металлик, литые диски, тони...",19 сентября,Караганда,https://kolesa.kz//a/show/125671470
555,125615573,ВАЗ (Lada) 2114 (хэтчбек),1600000,2010,Б/у,хэтчбек,1.6, бензин, КПП механика,"2010 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, с пробегом 224 000 км, черный, литые диски, тонировка, ветровики, б...",19 сентября,Есик,https://kolesa.kz//a/show/125615573
556,125624815,Toyota Land Cruiser Prado,13500000,2008,Б/у,внедорожник,4, бензин, КПП автомат,"2008 г., Б/у внедорожник, 4 л, бензин, КПП автомат, с пробегом 210 000 км, черный, металлик, литые диски, тонировка, в...",19 сентября,Алматы,https://kolesa.kz//a/show/125624815
557,125722419,Audi A4,2150000,1998,Б/у,седан,1.8, бензин, КПП автомат,"1998 г., Б/у седан, 1.8 л, бензин, КПП автомат, с пробегом 360 000 км, зеленый, литые диски, тонировка, ветровики, баг...",19 сентября,Петропавловск,https://kolesa.kz//a/show/125722419
558,125630217,Subaru Legacy,4500000,2006,Б/у,седан,2, бензин, КПП автомат,"2006 г., Б/у седан, 2 л, бензин, КПП автомат, с пробегом 330 000 км, серебристый, металлик, литые диски, тонировка, об...",19 сентября,Алматы,https://kolesa.kz//a/show/125630217
559,125668530,ВАЗ (Lada) 2114 (хэтчбек),1300000,2009,Б/у,хэтчбек,1.6, бензин, КПП механика,"2009 г., Б/у хэтчбек, 1.6 л, бензин, КПП механика, с пробегом 116 000 км, серебристый, тонировка, спойлер, хрустальная...",19 сентября,Атырау,https://kolesa.kz//a/show/125668530
560,125781608,Audi 100,2200000,1994,Б/у,седан,2, бензин, КПП механика,"1994 г., Б/у седан, 2 л, бензин, КПП механика, с пробегом 373 000 км, синий, тонировка, ветровики, фаркоп, противотума...",19 сентября,Рудный,https://kolesa.kz//a/show/125781608
